al-step,ensemble-time,ensemble,precision,benchmark,f1,synth-time,eval-time,al-time,recall,run,examples,threshold
0,29.06511616706848,majority-vote,0.45454545454545453,wiki-cell,0.37383177570093457,204.51567888259888,4531.132184267044,0.7726175785064697,0.31746031746031744,2,2,0.03
0,29.06511616706848,weighted-vote,0.0,wiki-cell,0.0,204.51567888259888,4531.132184267044,1.917015790939331,0.0,2,2,0
1,29.06511616706848,weighted-vote,0.2857142857142857,wiki-cell,0.057142857142857134,204.51567888259888,4531.132184267044,1.7002341747283936,0.031746031746031744,2,2,0
2,29.06511616706848,weighted-vote,1.0,wiki-cell,0.19999999999999998,204.51567888259888,4531.132184267044,1.605785846710205,0.1111111111111111,2,2,0
3,29.06511616706848,weighted-vote,1.0,wiki-cell,0.6875000000000001,204.51567888259888,4531.132184267044,1.8261115550994873,0.5238095238095238,2,2,0
4,29.06511616706848,weighted-vote,1.0,wiki-cell,1.0,204.51567888259888,4531.132184267044,0.787320613861084,1.0,2,2,0
5,29.06511616706848,weighted-vote,1.0,wiki-cell,1.0,204.51567888259888,4531.132184267044,0.7939980030059814,1.0,2,2,0
6,29.06511616706848,weighted-vote,1.0,wiki-cell,1.0,204.51567888259888,4531.132184267044,0.6913437843322754,1.0,2,2,0
7,29.06511616706848,weighted-vote,1.0,wiki-cell,1.0,204.51567888259888,4531.132184267044,0.7338790893554688,1.0,2,2,0
8,29.06511616706848,weighted-vote,1.0,wiki-cell,1.0,204.51567888259888,4531.132184267044,0.7715940475463867,1.0,2,2,0
9,29.06511616706848,weighted-vote,1.0,wiki-cell,1.0,204.51567888259888,4531.132184267044,0.8030130863189697,1.0,2,2,0
10,29.06511616706848,weighted-vote,1.0,wiki-cell,1.0,204.51567888259888,4531.132184267044,0.8064064979553223,1.0,2,2,0
0,24.318078994750977,disjunction,0.014586709886547812,wiki-cell,0.028753993610223644,673.5028195381165,5409.498689413071,0.5507035255432129,1.0,3,3,0
0,24.318078994750977,majority-vote,0.014586709886547812,wiki-cell,0.028753993610223644,673.5028195381165,5409.498689413071,0.25964927673339844,1.0,3,3,0.0
0,24.318078994750977,majority-vote,0.022975929978118162,wiki-cell,0.04491978609625668,673.5028195381165,5409.498689413071,0.24559378623962402,1.0,3,3,0.003333333333333333
0,24.318078994750977,majority-vote,0.14189189189189189,wiki-cell,0.2485207100591716,673.5028195381165,5409.498689413071,0.24756908416748047,1.0,3,3,0.006666666666666666
0,24.318078994750977,majority-vote,0.2441860465116279,wiki-cell,0.3925233644859813,673.5028195381165,5409.498689413071,0.2459702491760254,1.0,3,3,0.01
0,24.318078994750977,majority-vote,0.2647058823529412,wiki-cell,0.4186046511627907,673.5028195381165,5409.498689413071,0.24572300910949707,1.0,3,3,0.013333333333333332
0,24.318078994750977,majority-vote,0.26582278481012656,wiki-cell,0.41999999999999993,673.5028195381165,5409.498689413071,0.28761768341064453,1.0,3,3,0.016666666666666666
0,24.318078994750977,majority-vote,0.4846153846153846,wiki-cell,0.6528497409326425,673.5028195381165,5409.498689413071,0.2875702381134033,1.0,3,3,0.02
0,24.318078994750977,majority-vote,0.47244094488188976,wiki-cell,0.631578947368421,673.5028195381165,5409.498689413071,0.32540130615234375,0.9523809523809523,3,3,0.023333333333333334
0,24.318078994750977,majority-vote,0.4715447154471545,wiki-cell,0.6236559139784946,673.5028195381165,5409.498689413071,0.2532618045806885,0.9206349206349206,3,3,0.026666666666666665
0,24.318078994750977,majority-vote,0.4298245614035088,wiki-cell,0.5536723163841808,673.5028195381165,5409.498689413071,0.2708263397216797,0.7777777777777778,3,3,0.03
0,24.318078994750977,weighted-vote,0.0,wiki-cell,0.0,673.5028195381165,5409.498689413071,0.6883056163787842,0.0,3,3,0
1,24.318078994750977,weighted-vote,1.0,wiki-cell,0.5681818181818182,673.5028195381165,5409.498689413071,0.6302335262298584,0.3968253968253968,3,3,0
2,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.6519017219543457,1.0,3,3,0
3,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.629185676574707,1.0,3,3,0
4,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.6356072425842285,1.0,3,3,0
5,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.6914334297180176,1.0,3,3,0
6,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.6983439922332764,1.0,3,3,0
7,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.7046995162963867,1.0,3,3,0
8,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.7059488296508789,1.0,3,3,0
9,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.6976437568664551,1.0,3,3,0
10,24.318078994750977,weighted-vote,1.0,wiki-cell,1.0,673.5028195381165,5409.498689413071,0.713754415512085,1.0,3,3,0
0,29.308485507965088,disjunction,0.014596848934198332,wiki-cell,0.028773692623886734,2198.8141584396362,5527.10008764267,0.8011484146118164,1.0,3,2,0
0,29.308485507965088,majority-vote,0.014596848934198332,wiki-cell,0.028773692623886734,2198.8141584396362,5527.10008764267,0.27448177337646484,1.0,3,2,0.0
0,29.308485507965088,majority-vote,0.11559633027522936,wiki-cell,0.20723684210526316,2198.8141584396362,5527.10008764267,0.27437663078308105,1.0,3,2,0.003333333333333333
0,29.308485507965088,majority-vote,0.4375,wiki-cell,0.6086956521739131,2198.8141584396362,5527.10008764267,0.27420544624328613,1.0,3,2,0.006666666666666666
0,29.308485507965088,majority-vote,0.5384615384615384,wiki-cell,0.7000000000000001,2198.8141584396362,5527.10008764267,0.3459949493408203,1.0,3,2,0.01
0,29.308485507965088,majority-vote,0.5700934579439252,wiki-cell,0.7176470588235294,2198.8141584396362,5527.10008764267,0.8235170841217041,0.9682539682539683,3,2,0.013333333333333332
0,29.308485507965088,majority-vote,0.5070422535211268,wiki-cell,0.5373134328358208,2198.8141584396362,5527.10008764267,0.3369150161743164,0.5714285714285714,3,2,0.016666666666666666
0,29.308485507965088,majority-vote,0.5,wiki-cell,0.5116279069767442,2198.8141584396362,5527.10008764267,0.2775909900665283,0.5238095238095238,3,2,0.02
0,29.308485507965088,majority-vote,0.4074074074074074,wiki-cell,0.37606837606837606,2198.8141584396362,5527.10008764267,0.2788553237915039,0.3492063492063492,3,2,0.023333333333333334
0,29.308485507965088,majority-vote,0.4117647058823529,wiki-cell,0.36842105263157887,2198.8141584396362,5527.10008764267,0.28269195556640625,0.3333333333333333,3,2,0.026666666666666665
0,29.308485507965088,majority-vote,0.3617021276595745,wiki-cell,0.3090909090909091,2198.8141584396362,5527.10008764267,0.2799861431121826,0.2698412698412698,3,2,0.03
0,29.308485507965088,weighted-vote,0.0,wiki-cell,0.0,2198.8141584396362,5527.10008764267,2.5897295475006104,0.0,3,2,0
1,29.308485507965088,weighted-vote,1.0,wiki-cell,0.03125,2198.8141584396362,5527.10008764267,2.8087432384490967,0.015873015873015872,3,2,0
2,29.308485507965088,weighted-vote,1.0,wiki-cell,0.6875000000000001,2198.8141584396362,5527.10008764267,2.139455795288086,0.5238095238095238,3,2,0
3,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.0995001792907715,1.0,3,2,0
4,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.1051225662231445,1.0,3,2,0
5,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.1660335063934326,1.0,3,2,0
6,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.0942299365997314,1.0,3,2,0
7,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.0964221954345703,1.0,3,2,0
8,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.0952365398406982,1.0,3,2,0
9,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.093949794769287,1.0,3,2,0
10,29.308485507965088,weighted-vote,1.0,wiki-cell,1.0,2198.8141584396362,5527.10008764267,1.1960344314575195,1.0,3,2,0
0,33.31980538368225,disjunction,0.014596848934198332,wiki-cell,0.028773692623886734,2116.0524220466614,6324.237595796585,0.36129045486450195,1.0,1,3,0
0,33.31980538368225,majority-vote,0.014596848934198332,wiki-cell,0.028773692623886734,2116.0524220466614,6324.237595796585,0.36486172676086426,1.0,1,3,0.0
0,33.31980538368225,majority-vote,0.10112359550561797,wiki-cell,0.18367346938775508,2116.0524220466614,6324.237595796585,0.3638908863067627,1.0,1,3,0.003333333333333333
0,33.31980538368225,majority-vote,0.24705882352941178,wiki-cell,0.39622641509433965,2116.0524220466614,6324.237595796585,0.36392807960510254,1.0,1,3,0.006666666666666666
0,33.31980538368225,majority-vote,0.2647058823529412,wiki-cell,0.4186046511627907,2116.0524220466614,6324.237595796585,0.3641829490661621,1.0,1,3,0.01
0,33.31980538368225,majority-vote,0.4621212121212121,wiki-cell,0.6256410256410256,2116.0524220466614,6324.237595796585,0.36347222328186035,0.9682539682539683,1,3,0.013333333333333332
0,33.31980538368225,majority-vote,0.38181818181818183,wiki-cell,0.4855491329479769,2116.0524220466614,6324.237595796585,0.36375880241394043,0.6666666666666666,1,3,0.016666666666666666
0,33.31980538368225,majority-vote,0.33663366336633666,wiki-cell,0.41463414634146345,2116.0524220466614,6324.237595796585,0.3650214672088623,0.5396825396825397,1,3,0.02
0,33.31980538368225,majority-vote,0.175,wiki-cell,0.19580419580419578,2116.0524220466614,6324.237595796585,0.3632164001464844,0.2222222222222222,1,3,0.023333333333333334
0,33.31980538368225,majority-vote,0.7692307692307693,wiki-cell,0.2631578947368421,2116.0524220466614,6324.237595796585,0.3635742664337158,0.15873015873015872,1,3,0.026666666666666665
0,33.31980538368225,majority-vote,1.0,wiki-cell,0.19999999999999998,2116.0524220466614,6324.237595796585,0.36260557174682617,0.1111111111111111,1,3,0.03
0,33.31980538368225,weighted-vote,0.0,wiki-cell,0.0,2116.0524220466614,6324.237595796585,0.90618896484375,0.0,1,3,0
1,33.31980538368225,weighted-vote,1.0,wiki-cell,0.03125,2116.0524220466614,6324.237595796585,0.9063184261322021,0.015873015873015872,1,3,0
2,33.31980538368225,weighted-vote,1.0,wiki-cell,0.9586776859504132,2116.0524220466614,6324.237595796585,0.904322624206543,0.9206349206349206,1,3,0
3,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.9005706310272217,1.0,1,3,0
4,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.8982915878295898,1.0,1,3,0
5,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.9017744064331055,1.0,1,3,0
6,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.8968508243560791,1.0,1,3,0
7,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.9489929676055908,1.0,1,3,0
8,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.9475507736206055,1.0,1,3,0
9,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.9445948600769043,1.0,1,3,0
10,33.31980538368225,weighted-vote,1.0,wiki-cell,1.0,2116.0524220466614,6324.237595796585,0.9439723491668701,1.0,1,3,0
0,46.70000672340393,disjunction,0.014596848934198332,wiki-cell,0.028773692623886734,4469.883625984192,5629.70294380188,0.4925529956817627,1.0,2,3,0
0,46.70000672340393,majority-vote,0.014596848934198332,wiki-cell,0.028773692623886734,4469.883625984192,5629.70294380188,0.49875855445861816,1.0,2,3,0.0
0,46.70000672340393,majority-vote,0.02368421052631579,wiki-cell,0.04627249357326479,4469.883625984192,5629.70294380188,0.49904966354370117,1.0,2,3,0.003333333333333333
0,46.70000672340393,majority-vote,0.4666666666666667,wiki-cell,0.6363636363636364,4469.883625984192,5629.70294380188,0.4977295398712158,1.0,2,3,0.006666666666666666
0,46.70000672340393,majority-vote,0.5526315789473685,wiki-cell,0.711864406779661,4469.883625984192,5629.70294380188,0.4986743927001953,1.0,2,3,0.01
0,46.70000672340393,majority-vote,0.4588235294117647,wiki-cell,0.5270270270270271,4469.883625984192,5629.70294380188,0.4981241226196289,0.6190476190476191,2,3,0.013333333333333332
0,46.70000672340393,majority-vote,0.4230769230769231,wiki-cell,0.4680851063829788,4469.883625984192,5629.70294380188,0.4984555244445801,0.5238095238095238,2,3,0.016666666666666666
0,46.70000672340393,majority-vote,0.39285714285714285,wiki-cell,0.3697478991596638,4469.883625984192,5629.70294380188,0.49831080436706543,0.3492063492063492,2,3,0.02
0,46.70000672340393,majority-vote,0.38181818181818183,wiki-cell,0.3559322033898305,4469.883625984192,5629.70294380188,0.4987068176269531,0.3333333333333333,2,3,0.023333333333333334
0,46.70000672340393,majority-vote,0.32,wiki-cell,0.2831858407079646,4469.883625984192,5629.70294380188,0.49834632873535156,0.25396825396825395,2,3,0.026666666666666665
0,46.70000672340393,majority-vote,0.3125,wiki-cell,0.27027027027027023,4469.883625984192,5629.70294380188,0.4984731674194336,0.23809523809523808,2,3,0.03
0,46.70000672340393,weighted-vote,0.0,wiki-cell,0.0,4469.883625984192,5629.70294380188,1.2152726650238037,0.0,2,3,0
1,46.70000672340393,weighted-vote,0.75,wiki-cell,0.08955223880597014,4469.883625984192,5629.70294380188,1.212146282196045,0.047619047619047616,2,3,0
2,46.70000672340393,weighted-vote,1.0,wiki-cell,0.0909090909090909,4469.883625984192,5629.70294380188,1.2115089893341064,0.047619047619047616,2,3,0
3,46.70000672340393,weighted-vote,1.0,wiki-cell,0.32,4469.883625984192,5629.70294380188,1.214961290359497,0.19047619047619047,2,3,0
4,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2120468616485596,1.0,2,3,0
5,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2114145755767822,1.0,2,3,0
6,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2114601135253906,1.0,2,3,0
7,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2113895416259766,1.0,2,3,0
8,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2126352787017822,1.0,2,3,0
9,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.213681936264038,1.0,2,3,0
10,46.70000672340393,weighted-vote,1.0,wiki-cell,1.0,4469.883625984192,5629.70294380188,1.2197868824005127,1.0,2,3,0
